item_id,unique_buyers,purchase_count,total_units,avg_price
2781500245,4,6,9,4.33
1330055538,3,6,8,2.22
4300020692,4,5,7,2.53
19029800020,4,5,5,1.76
4300095547,4,5,18,0.52
7213455559,3,5,5,2.59
4300020694,5,5,6,2.24
3469590327,2,5,5,11.32
7003859192,3,5,5,3.55
20045900000,3,5,8,1.19
20100900000,5,5,14,20.39
3710003234,4,5,10,1.31
20057500000,2,5,5,6.59
3620001401,3,5,5,4.85
7003861526,3,5,6,3.59
88491200471,5,5,5,5.46
20097600000,3,5,7,6.39
7003861659,3,5,5,4.77
20090800000,3,5,7,16.79
4300095544,3,5,11,0.52
7003861562,5,5,5,2.79
88105200001,4,5,7,3.79
20045600000,4,5,7,40.0
7003860294,3,5,5,3.36
7003860044,5,5,5,1.35
3620021931,3,5,6,4.01
4300028589,4,5,8,3.13
7003858980,5,5,6,1.99
8000051309,4,5,20,1.46
8000051308,4,5,5,1.72
20040300000,3,5,5,17.79
7003859102,4,5,6,8.89
4300028555,5,5,9,2.26
20036000000,5,5,6,2.85
20024600000,4,5,5,14.19
4450034171,3,5,6,5.97
20057800000,4,5,6,6.69
3700097192,3,5,5,4.03
20061600000,2,5,5,8.39
20023100000,5,5,5,20.43
4400002991,5,5,5,4.09
4400004551,4,5,5,6.25
20023300000,4,5,5,7.65
3501,5,5,5,4.63
20065500000,2,5,5,5.99
7225003063,5,5,6,1.25
4400003049,3,5,5,3.52
7003860777,4,5,5,1.48
3510700481,4,5,8,1.99
20064600000,2,5,5,6.1
4470000783,3,5,8,2.41
4470000677,4,5,8,2.95
4400003545,4,5,5,3.79
4470000674,3,5,6,3.25
7740022641,4,5,5,6.29
4400003339,5,5,5,5.95
7003860685,5,5,5,2.82
88491235916,3,5,5,4.67
3560009637,3,5,5,2.67
7003860827,3,5,7,2.59
4400000386,4,5,5,3.79
7740022633,4,5,5,6.82
20060900000,3,5,5,7.49
3470000064,2,5,6,3.68
19600511739,3,5,5,3.89
4330161167,4,5,6,5.92
20062800000,2,5,5,40.0
2000012138,5,5,5,5.47
4369505631,3,5,7,3.1
7962100329,3,5,5,8.95
7003859298,5,5,6,2.39
7003859335,4,5,8,1.77
20009900000,5,5,12,26.8
20069600000,4,5,5,18.99
20011200000,2,5,5,6.19
4369507511,1,5,5,15.46
7232011412,4,5,5,3.07
7003860955,5,5,6,1.89
7218067773,3,5,5,7.8
7003860928,4,5,5,5.1
20020400000,4,5,9,6.89
4400005824,4,5,5,7.11
7003859856,1,5,6,2.79
2840076237,2,5,5,4.95
4240020058,4,5,6,4.2
7210024200,5,5,7,3.83
1330076050,4,5,5,2.65
7007010582,4,5,10,1.21
4138309074,2,5,5,5.37
7007060160,4,5,12,0.8
7007071003,3,5,5,8.39
930000408,3,5,5,5.35
4000057977,4,5,5,5.46
7800004058,3,5,5,2.43
4010000928,3,5,7,2.18
4132235698,3,5,5,8.9
7011000876,3,5,6,3.64
7003862103,3,5,8,2.87
4030,5,5,13,0.89
7020001063,4,5,5,2.43
1330055302,4,5,5,3.76
1330028003,4,5,7,2.3
7027223203,3,5,5,3.71
7800005316,3,5,5,8.69
1312000833,3,5,6,4.98
1312000800,4,5,5,4.98
1312000258,5,5,5,4.98
930000089,4,5,6,3.37
930000080,4,5,5,3.42
4000000432,4,5,5,2.53
4000000266,3,5,5,1.57
3940001734,4,5,5,1.65
4150074510,4,5,5,4.36
1450002158,4,5,7,3.26
7184631012,3,5,26,0.69
3940001884,2,5,6,1.67
7800001219,2,5,6,5.44
7184631011,2,5,9,0.88
7003866820,3,5,5,2.89
7184631000,2,5,16,0.79
3940001974,3,5,7,3.19
7003866829,4,5,5,2.79
71826282500,2,5,5,5.49
4146039829,3,5,7,1.13
4145855092,2,5,6,8.64
7003866925,3,5,5,3.07
7003867003,4,5,5,3.93
7800003532,3,5,9,2.81
1380029492,3,5,6,4.55
1380023270,3,5,6,13.95
7047000303,4,5,11,0.87
7047000317,3,5,7,0.71
7047000430,3,5,5,3.99
4119210037,4,5,10,2.19
7084702732,3,5,5,2.83
1154629540,4,5,6,4.59
7800015240,3,5,5,2.29
4114901150,3,5,8,1.41
OPEN DEPT TOL0015,5,5,11,4.09
7084789199,1,5,5,2.83
7096900006,4,5,5,2.81
7096900007,4,5,5,3.89
OPEN DEPT TOL0028,4,5,16,2.69
7100701467,5,5,5,6.13
7106800021,3,5,6,6.85
7114600247,4,5,5,2.62
4100002297,5,5,10,1.73
7110000668,3,5,5,8.57
1090000015,4,5,5,6.03
4114901105,4,5,5,1.83
7111700480,4,5,5,10.39
7111702361,1,5,7,5.79
4111600519,3,5,8,0.89
7080082283,1,5,6,6.19
4119210039,3,5,11,2.19
7047000661,2,5,21,0.97
OPEN DEPT 111,3,5,5,0.0
9621600312,4,5,5,1.99
7047501064,1,5,9,1.49
1270000008,5,5,9,1.54
1258755052,5,5,5,2.28
7056095995,1,5,7,3.73
7056098377,4,5,5,3.14
4127102253,3,5,5,5.74
7064000661,4,5,5,3.95
1200081119,4,5,5,4.79
7143000118,1,5,5,4.99
980080005,3,5,5,2.19
7065595400,1,5,5,6.44
7066201003,4,5,10,0.52
7066203003,2,5,6,1.02
7142909535,4,5,5,2.48
1200013027,5,5,5,2.41
7080021634,3,5,7,7.4
1200010205,1,5,5,5.29
1200002849,1,5,7,3.99
1490002220,3,5,9,4.27
7003866440,3,5,7,3.17
3940001612,4,5,5,2.49
1792900020,3,5,8,1.88
4300000950,3,5,7,2.31
89010200200,1,5,9,1.49
7003863070,4,5,6,2.13
3760081075,3,5,6,4.01
7786500152,4,5,5,6.07
4280011838,4,5,5,14.13
4280011520,3,5,6,2.63
7788630056,2,5,8,6.38
7003863279,2,5,6,2.51
4280010915,3,5,6,5.98
7003863599,3,5,5,4.05
7003863771,4,5,7,2.63
1657195926,3,5,6,1.49
7003863805,2,5,6,1.89
3800018371,4,5,6,2.9
4240092478,3,5,5,5.34
7206000419,4,5,5,3.1
7003864101,4,5,7,2.41
7003864233,3,5,5,4.31
7003862831,4,5,6,2.43
3760044615,5,5,6,4.23
7003864381,2,5,9,1.27
4300002822,1,5,5,3.72
3760011544,4,5,7,4.81
1800081773,4,5,6,4.55
7003862123,1,5,10,1.89
7003862269,4,5,13,1.79
7003862288,3,5,12,1.37
7778200011,3,5,5,6.09
7003862295,3,5,5,2.89
88939200170,2,5,5,2.59
7003862604,4,5,6,1.72
7003862606,2,5,5,2.75
7003862607,5,5,5,2.79
7003862621,4,5,6,3.09
7778200816,4,5,6,6.42
4300006730,4,5,6,4.09
4300006571,5,5,5,3.48
7778202171,1,5,5,5.21
3760029209,4,5,8,2.39
7003862628,3,5,6,0.89
4300002826,3,5,6,3.38
7003864375,4,5,5,2.45
8976347015,5,5,6,2.33
7003866252,1,5,12,2.37
1600012254,2,5,6,4.83
1600010710,3,5,5,3.49
1590019074,4,5,6,4.76
7003865697,4,5,6,2.07
89880647047,4,5,9,0.85
7794800907,5,5,7,1.98
7795869091,3,5,5,3.99
7800000075,2,5,8,2.89
7003865709,2,5,8,2.11
89880690103,5,5,15,1.09
7003865791,5,5,5,1.89
8992427891,1,5,5,9.99
1530043048,2,5,10,2.67
7192179354,4,5,6,6.26
1530043024,2,5,9,2.87
8994900053,1,5,5,4.99
7003866069,2,5,6,1.46
7003866085,3,5,5,4.89
7192119331,5,5,5,6.42
7192114978,5,5,5,6.67
89880647042,5,5,10,0.94
1600012399,5,5,6,3.79
20103200000,4,5,7,32.7
89880647041,4,5,9,0.95
1600045840,5,5,5,2.29
3800022279,3,5,5,2.79
89826300144,2,5,5,5.99
7790011863,5,5,6,4.67
89880646057,4,5,6,1.19
3800040260,4,5,5,3.55
1600021995,5,5,7,2.95
7790033494,3,5,5,10.93
89880646113,5,5,5,0.99
1600021533,1,5,5,4.74
7920055833,3,5,5,2.03
7003864747,1,5,5,4.39
7790047141,3,5,6,3.43
4200015803,3,5,5,4.31
7003864956,4,5,8,3.69
7199800340,4,5,6,2.6
89880646124,5,5,10,1.09
89880646126,5,5,9,1.09
89880647007,5,5,25,0.89
20102600000,3,5,6,25.4
88491212974,3,5,6,3.1
7003833144,3,5,5,1.99
2400001830,1,5,6,2.91
7003832300,2,5,5,3.71
2400016316,5,5,7,2.27
2400016314,5,5,5,2.21
2400016308,5,5,8,1.29
7003832430,5,5,5,2.63
2400016299,4,5,6,2.21
2400001370,3,5,7,0.99
81032601034,4,5,6,1.69
4900003124,4,5,6,6.99
2400000641,3,5,8,2.45
60504939531,4,5,5,4.07
7423459216,1,5,5,4.39
2370006030,3,5,7,10.2
7527895005,4,5,5,10.89
4900005014,4,5,7,2.95
8526482021,3,5,5,1.43
7618300328,4,5,5,1.79
2823900220,2,5,5,4.23
7003832130,5,5,6,2.25
81137403565,2,5,6,2.69
7003832040,4,5,5,2.68
7003831676,3,5,7,3.29
4900006105,1,5,9,4.79
4900006106,3,5,5,4.79
4900007238,1,5,8,3.27
5100018596,2,5,5,6.09
7003831590,4,5,6,1.89
7003831500,4,5,7,3.45
2410012418,3,5,5,3.5
7003831485,4,5,8,2.67
73891202239,2,5,6,3.91
7294560133,3,5,5,3.29
3291303668,4,5,5,6.02
3010012884,2,5,5,4.96
2200000514,2,5,5,2.19
5964274294,1,5,13,1.69
2840007095,4,5,5,4.17
7003834200,3,5,5,1.35
7003834204,4,5,5,1.53
2200000838,2,5,5,1.6
5150072001,4,5,5,7.05
3338353053,4,5,8,4.07
74295505100,4,5,6,4.67
5963500864,2,5,6,2.99
84037090155,5,5,5,3.25
2840020126,2,5,5,2.6
85631200277,1,5,5,6.08
5480042364,1,5,5,3.25
2840024018,3,5,5,5.49
7003834140,3,5,5,1.35
84037090174,5,5,5,11.63
81015393012,3,5,10,2.05
600,2,5,6,1.99
2840004012,3,5,8,0.5
5150002512,3,5,5,4.09
7287827533,3,5,8,1.63
7003833439,4,5,5,5.41
2840004003,3,5,10,0.5
7003833250,4,5,8,2.14
3000031958,1,5,5,2.18
2840002927,5,5,5,3.33
2370001452,3,5,6,7.88
7294012629,1,5,11,2.39
4900002470,5,5,5,5.39
7432912325,2,5,5,1.67
60381996003,1,5,7,5.49
2410078895,3,5,5,4.67
3010012902,4,5,5,4.69
7003834508,4,5,5,3.55
69511912000,4,5,5,8.61
3077203154,2,5,5,12.07
68670009278,1,5,6,4.49
3100000738,4,5,6,2.04
5100001177,3,5,6,2.42
65272971037,3,5,5,2.27
5100001292,1,5,6,1.39
65272971021,3,5,8,2.16
65074015174,5,5,6,4.59
65272971002,4,5,9,3.25
85003943347,4,5,5,2.25
2708412013,4,5,13,2.07
2550030404,1,5,5,16.79
65272901124,3,5,7,2.2
3100010125,5,5,8,1.14
3077204515,4,5,5,6.39
7342000005,5,5,5,2.03
5100001051,5,5,8,2.2
5100000562,4,5,6,3.36
7353861427,5,5,6,8.65
2670012917,3,5,5,3.12
65272971063,3,5,12,2.51
65272971064,4,5,9,2.28
2700037913,4,5,15,1.96
66529005040,4,5,5,3.79
81515402009,1,5,5,2.39
3077211854,4,5,5,10.19
2700037244,3,5,5,3.82
3077212079,2,5,5,9.38
7349710898,2,5,5,4.17
5020000322,5,5,6,4.25
3077212108,1,5,5,14.43
7002200742,5,5,5,6.11
2529300098,5,5,6,4.62
5100014757,2,5,5,4.41
5100012711,4,5,5,3.15
7003830925,5,5,5,2.01
2430004350,3,5,5,4.99
7003830960,4,5,5,2.26
2430004172,5,5,5,2.72
3022306087,3,5,6,2.79
7003831033,5,5,5,2.73
7003831065,5,5,5,2.43
7003820176,2,5,5,3.66
81204900640,4,5,5,4.23
6414428125,2,5,11,1.78
3120001605,4,5,5,2.56
85190900822,3,5,5,11.99
7003831203,4,5,8,1.34
7003831219,4,5,7,1.28
2430004484,2,5,5,2.99
84653800769,5,5,6,1.19
2473224761,2,5,5,6.55
2780006394,4,5,6,3.19
4980015045,1,5,5,10.59
4995441420,4,5,6,3.37
7003830279,4,5,7,1.24
3100019601,3,5,6,3.06
64420900114,3,5,5,3.68
3400049108,1,5,15,1.25
5000014578,3,5,5,4.27
2740080068,2,5,5,4.62
64420931131,4,5,5,2.51
64420947111,4,5,5,2.69
85005919539,1,5,8,4.49
64420979129,3,5,5,4.7
7313000132,1,5,5,4.79
2150000052,4,5,5,3.59
65272971128,3,5,8,2.83
4850002064,1,5,5,2.95
3384400613,2,5,5,5.45
5300005340,5,5,5,2.1
4635460900,2,5,5,1.99
2900000803,4,5,6,2.7
7003847548,3,5,6,3.26
7003836883,3,5,5,3.72
7265545441,5,5,5,4.02
74938492107,5,5,5,1.64
2073516129,3,5,5,3.39
3400000247,3,5,6,1.59
2900065020,4,5,7,2.78
868165741575,5,5,7,2.99
2100000022,1,5,5,0.79
2100000201,3,5,7,3.27
2100000282,3,5,5,3.09
2840051794,4,5,5,4.85
7003836516,3,5,5,2.27
8660070350,3,5,7,2.32
2840051774,4,5,5,7.29
7003836406,4,5,9,0.8
7003836285,5,5,6,3.18
2100001863,4,5,5,2.79
2100002339,2,5,5,5.82
5410000560,4,5,6,3.27
2100002483,5,5,5,3.84
8610602260,3,5,8,1.87
2100004512,1,5,5,8.94
84037090010,5,5,5,2.88
7265522009,5,5,5,3.94
3400000666,2,5,5,2.89
5200010245,4,5,5,8.79
5210049932,3,5,6,2.99
3400049005,4,5,6,8.99
83177100102,1,5,5,2.5
7465383393,1,5,5,5.09
7686211111,4,5,5,5.25
74815940106,4,5,6,2.29
7003858689,4,5,10,3.09
5210008480,1,5,5,2.99
5210009030,5,5,8,2.09
5210009550,4,5,6,2.99
5210009650,5,5,8,2.35
74938490315,2,5,5,1.99
7003858446,4,5,5,2.23
83082508965,2,5,5,4.83
7458406200,5,5,11,2.63
74938490392,4,5,7,1.67
7003858408,3,5,5,11.39
5200020844,3,5,6,7.29
5200020808,3,5,5,7.29
5200020807,4,5,6,8.09
7265500110,3,5,7,4.0
4600086035,5,5,7,4.69
2033737206,3,5,5,5.77
5200020806,4,5,5,8.49
5200020805,3,5,5,8.19
4610000122,2,5,6,5.73
5300000100,3,5,5,3.48
4670406516,4,5,5,4.98
2073516139,2,5,5,3.49
2959900981,1,5,8,5.19
2100004898,1,5,5,3.89
7003834865,5,5,6,1.49
2100065643,2,5,6,4.12
2100064514,1,5,5,7.98
2100005718,1,5,5,10.08
84037090136,5,5,6,2.0
3338366604,4,5,5,2.59
4800121338,3,5,5,5.39
82608852610,4,5,7,3.71
2100064426,2,5,5,3.48
2100005919,3,5,5,8.18
7003835203,1,5,5,1.45
81004159099,3,5,5,4.63
3384400003,3,5,5,4.49
7003835025,3,5,5,3.27
7003834925,4,5,9,1.37
5450019327,4,5,7,4.01
2100004875,5,5,5,3.55
7003835649,4,5,6,4.17
4800000397,1,5,8,3.15
2100062316,4,5,5,7.89
7800012246,2,4,5,2.68
5200004234,4,4,5,2.01
75166610305,3,4,4,2.86
4154861004,4,4,4,5.99
7080082282,2,4,4,6.19
5150005711,2,4,4,3.04
65074011353,2,4,5,2.59
7512836007,3,4,5,8.24
7003866610,3,4,4,3.59
5100007623,3,4,4,6.86
5100002107,2,4,4,2.42
4150151945,3,4,4,2.86
7003866664,2,4,4,2.09
7033091146,3,4,4,2.07
7800001305,4,4,4,7.14
4150022020,3,4,4,5.43
7084781124,1,4,9,3.59
5200002190,4,4,4,2.76
4150000700,3,4,4,2.18
7458406201,4,4,6,2.42
4149815971,3,4,4,5.49
4150000099,3,4,4,3.44
7056097771,1,4,7,3.49
4118300170,3,4,15,5.19
64420930756,3,4,4,3.06
5200013513,4,4,5,2.19
7027200934,3,4,4,5.26
5200013519,3,4,5,2.21
5100023283,3,4,8,1.6
5209202324,2,4,6,1.79
65272971084,3,4,5,2.21
75826600412,3,4,5,1.5
65272971082,4,4,7,2.04
7192192580,1,4,4,11.36
5440000040,3,4,4,4.39
7003865710,3,4,6,2.31
7056086505,2,4,11,3.69
7800000117,2,4,4,5.64
7047000439,4,4,4,3.99
7800001180,3,4,4,8.12
5200001172,2,4,17,1.42
7003865705,3,4,5,2.04
65272971085,3,4,7,2.37
75090310965,3,4,4,11.99
7111719044,3,4,4,3.99
5210004096,1,4,4,5.93
7049112117,2,4,4,5.59
4114901107,2,4,5,1.64
7512800012,2,4,6,4.14
5040074028,3,4,4,3.99
7110000670,2,4,5,2.15
5100001641,3,4,4,2.37
7373100028,1,4,4,4.19
7003866340,4,4,6,1.52
4130800028,4,4,4,4.72
7003866288,2,4,6,1.39
7096900440,2,4,4,5.79
5210037164,1,4,4,2.99
74938490316,4,4,7,1.37
7106800022,3,4,5,8.41
65272971038,3,4,7,2.34
7512836005,4,4,4,7.12
5210014260,3,4,4,2.76
4130800047,3,4,5,4.17
5200001248,2,4,6,1.98
5210009160,2,4,5,1.89
7460907240,3,4,4,1.9
7003866863,2,4,10,1.5
7080074688,4,4,5,7.41
5200005286,3,4,5,2.86
7064001086,2,4,4,6.11
61126981899,3,4,5,3.29
7539101313,1,4,5,9.71
7015280102,4,4,4,9.12
7143000105,3,4,4,4.74
7007050063,4,4,4,1.94
61278110108,4,4,4,10.09
7007030042,1,4,4,1.99
5300005236,2,4,4,2.25
7143000091,3,4,5,4.22
61300871512,2,4,4,3.93
5410001110,4,4,6,3.09
7003867598,1,4,4,4.99
4138315548,2,4,4,3.62
7066201017,2,4,9,0.7
74295505801,4,4,5,3.64
61126918246,4,4,5,3.09
7015260104,2,4,4,4.72
4135855241,4,4,6,1.48
61126900312,2,4,4,3.49
5100023406,1,4,4,3.71
7800008231,3,4,4,6.94
7008506012,2,4,7,3.58
7010006009,2,4,4,6.79
5200004344,1,4,5,5.12
7800004140,4,4,7,2.01
7064001315,4,4,4,7.24
7800004065,1,4,4,1.0
4125808180,4,4,4,3.99
61126900101,2,4,4,3.49
1037416201,4,4,4,7.29
7496400200,3,4,4,4.29
7173000676,2,4,6,2.49
4133533218,3,4,4,3.94
7007455958,2,4,7,27.52
73891202529,3,4,4,4.04
5200005499,4,4,4,3.39
5100015283,3,4,6,2.36
5100012911,3,4,4,3.56
4143300952,3,4,4,5.39
7020099641,1,4,8,3.4
5200004314,2,4,4,2.34
5100012573,3,4,5,3.41
6414428266,3,4,5,1.96
4143302576,4,4,5,6.64
5410001830,4,4,4,2.53
6414460244,2,4,6,3.68
5380005099,3,4,4,2.89
7003866921,4,4,4,1.5
5300008437,4,4,4,2.25
6414464150,3,4,4,2.06
4127102564,4,4,4,5.58
5410000676,3,4,4,2.29
7184030008,3,4,4,2.98
74938492111,3,4,5,1.64
6414404302,2,4,5,1.88
4171682058,2,4,4,6.98
71785410598,3,4,7,1.9
62930701584,3,4,7,4.14
7800003762,2,4,4,7.86
5150000682,3,4,4,4.69
7142909943,1,4,5,3.19
4132100626,4,4,4,4.03
7003867123,3,4,4,3.64
4140900243,4,4,5,1.46
7373107013,2,4,4,3.59
7020079005,3,4,4,4.27
6414402090,2,4,6,1.56
7373106500,4,4,5,2.39
74938492246,3,4,6,1.6
7067000729,2,4,6,1.6
7003867109,2,4,5,2.58
7003867108,4,4,4,2.85
4530000050,3,4,4,5.69
7003830256,3,4,5,4.17
7795858812,3,4,8,5.49
7003834576,3,4,4,2.33
7003834605,2,4,4,2.71
7218067774,3,4,4,7.58
7003834680,2,4,9,1.33
7003834704,4,4,4,10.26
7273065040,3,4,4,7.01
7003834744,3,4,8,1.39
4832105376,3,4,4,6.22
7003834755,4,4,9,1.22
7666000864,1,4,4,4.23
7003860676,3,4,4,4.79
7003860674,3,4,4,4.61
4800000706,1,4,6,1.53
7003835005,3,4,6,2.22
7267400702,3,4,5,3.92
7003860581,3,4,4,1.91
7003835086,2,4,5,1.39
7225000765,3,4,4,1.0
7267400701,2,4,4,4.79
7267400599,4,4,5,15.52
7740012713,3,4,7,0.87
7675051319,1,4,4,50.0
7003835653,3,4,5,1.86
7003835657,2,4,6,1.97
4409,3,4,4,1.84
7003860139,3,4,4,2.42
4369541486,3,4,4,5.96
7003834405,4,4,6,1.63
7003836435,4,4,4,4.73
7003861047,3,4,4,4.79
7003833145,3,4,4,3.24
7003861564,2,4,4,3.31
4900002392,2,4,4,2.39
7003833182,4,4,4,2.74
7294011331,3,4,6,1.81
7003833305,3,4,5,2.95
7003861336,4,4,5,2.36
7003833541,4,4,4,3.14
7003861285,3,4,5,1.51
7003833630,3,4,5,0.75
4300095587,4,4,10,0.51
7003833784,3,4,4,3.71
4330130577,4,4,4,5.88
7218063247,3,4,4,4.82
4330130581,3,4,5,6.05
7003861129,4,4,4,2.84
4330161111,2,4,5,6.04
7218063469,4,4,5,4.71
4330161205,4,4,4,6.09
7003834351,3,4,6,0.76
7003861088,4,4,7,3.07
7003834380,4,4,10,0.8
7003861057,4,4,4,5.48
7003834401,2,4,10,1.06
4369507116,4,4,4,3.62
4430010622,2,4,4,2.38
4430012169,4,4,4,2.43
75826665008,2,4,6,2.0
7003859363,3,4,5,3.45
7003859295,2,4,4,2.0
7003858304,2,4,4,4.29
7003858409,4,4,4,3.72
4470003172,4,4,4,10.43
7003858418,3,4,4,2.11
7003858431,3,4,7,1.62
7239298406,3,4,4,2.22
7003859107,3,4,5,4.18
7003858506,1,4,4,6.11
7003859099,3,4,7,2.65
4600028877,2,4,4,1.64
4600028876,4,4,5,1.32
7003859011,4,4,6,1.69
4470010297,3,4,4,4.59
4470010299,2,4,4,4.59
7003858531,4,4,4,4.89
7003858684,3,4,4,3.39
77098106345,2,4,4,4.79
4470036113,1,4,5,3.49
7003858979,4,4,4,2.09
7003858697,3,4,4,5.18
76919730004,4,4,4,4.54
4480075005,3,4,4,4.09
7003858751,3,4,4,1.54
7003858754,3,4,4,1.73
4470003159,3,4,4,7.26
5210004360,2,4,6,2.99
4660003428,3,4,6,1.44
4600086121,2,4,7,2.51
7225001209,1,4,4,3.25
4450032953,3,4,4,4.56
4450034122,3,4,6,5.86
4450097649,4,4,5,4.99
4460032071,3,4,4,8.74
7003836540,1,4,4,5.22
4660003386,3,4,13,1.63
7003836701,4,4,9,6.42
7003836744,1,4,6,6.39
7267400089,3,4,4,18.42
7265540581,1,4,4,3.78
7003859815,4,4,4,2.71
7003859755,2,4,5,6.8
4470000975,2,4,4,8.61
72277620001,3,4,4,3.44
76770700120,3,4,6,3.46
4612,3,4,4,5.59
7003859693,3,4,5,2.56
4470001165,2,4,4,4.98
7003859686,4,4,5,2.34
4610000618,3,4,5,4.89
7231132124,1,4,5,3.59
7003858112,2,4,4,2.95
4608,2,4,4,4.69
4470002966,2,4,6,3.34
7003861589,4,4,6,1.25
7003861675,3,4,4,4.55
4300095527,2,4,18,0.52
7003864826,3,4,4,4.38
69511912033,1,4,6,8.18
6958869086,3,4,4,4.44
7321400129,4,4,4,3.04
7320251021,4,4,4,7.66
4223834095,3,4,4,2.66
7790021050,3,4,4,4.46
7790019487,2,4,4,8.13
7003820177,2,4,4,4.89
7003864719,2,4,5,1.47
7003864627,3,4,4,8.94
5000028177,1,4,4,4.6
7003864614,1,4,4,8.02
7003830181,2,4,6,1.55
7003864612,3,4,4,7.34
7003864610,4,4,4,6.92
5000015991,3,4,5,2.34
5000011234,4,4,4,4.76
7003830266,3,4,4,2.24
4240024051,3,4,4,4.98
76026352940,2,4,4,4.96
7003864154,4,4,11,0.6
7003830291,4,4,5,2.23
7003830854,4,4,4,1.73
4900056129,1,4,4,2.49
7003863954,2,4,13,1.24
7206000016,3,4,4,2.88
7003864827,2,4,4,4.61
7003861683,2,4,5,1.38
7790050207,2,4,5,6.63
5009160108,4,4,4,3.34
65577835823,4,4,5,6.23
4178900122,4,4,6,0.82
6647900002,3,4,4,3.63
6647900008,2,4,4,3.54
67331603651,2,4,4,5.62
4178900214,4,4,10,0.42
67480600826,1,4,5,2.89
7003865529,2,4,4,1.49
7003865527,3,4,5,4.22
7590000524,4,4,5,3.72
7590000525,3,4,6,2.99
5000080585,4,4,5,4.12
7003865406,4,4,6,1.89
7003865401,3,4,4,2.86
67984410457,3,4,4,5.11
68646444700,4,4,5,1.79
4178900701,2,4,5,1.44
5000062231,1,4,4,5.69
7003865255,2,4,5,3.42
68711013215,2,4,6,1.52
7332103401,3,4,4,4.64
694220921029,3,4,4,19.99
7003864830,3,4,4,4.68
5000042154,3,4,7,1.06
7003830951,4,4,4,3.74
7003863721,2,4,5,2.87
7206000484,3,4,8,0.89
7003831003,3,4,6,1.89
4300004608,2,4,4,3.48
76172007104,3,4,4,2.89
7778202392,3,4,4,5.04
4300005904,4,4,9,0.54
7778200853,4,4,4,6.06
4900006101,2,4,4,4.69
7003832042,4,4,4,2.91
7778200793,4,4,5,5.11
7294561297,1,4,4,4.09
7206001911,1,4,9,2.2
4300020003,3,4,5,1.69
7003862548,3,4,4,2.7
4900005011,3,4,6,2.08
4300020431,4,4,5,1.62
7003832485,2,4,8,0.99
7003832673,3,4,4,4.44
7003861920,4,4,4,2.42
7003832712,2,4,4,4.99
7210801011,2,4,6,0.89
7003861889,2,4,4,3.88
7003832719,4,4,4,2.27
4300028591,1,4,4,3.49
4300029106,2,4,5,6.79
7003861853,2,4,4,3.94
7003832955,3,4,6,1.32
4300004574,3,4,4,3.81
4300004200,3,4,4,3.61
7003862631,3,4,5,0.89
4280048591,1,4,4,9.58
7003831044,2,4,4,2.4
7206000497,3,4,7,0.99
7206000500,4,4,4,2.54
7206000519,1,4,4,1.99
4280011200,4,4,8,2.56
7206000544,2,4,4,2.99
7003831200,4,4,6,0.99
7206000554,1,4,5,3.69
7615023209,4,4,5,4.53
4900055573,1,4,5,1.5
7206000638,3,4,4,4.99
7615023227,1,4,6,2.98
7003831509,3,4,4,3.7
7304245025,4,4,4,2.39
7003831218,4,4,11,1.26
7778268191,3,4,4,5.64
7003862909,2,4,5,0.76
7003831382,4,4,4,1.81
7615023252,2,4,4,4.48
7778203042,2,4,4,8.99
7003862830,2,4,5,2.79
7778203041,3,4,4,8.46
7003862816,2,4,5,2.24
7003831403,3,4,5,3.32
7800416251,2,4,5,4.49
7790011461,3,4,4,4.87
20094700000,4,4,4,5.69
7942623100,3,4,4,3.99
2900007325,3,4,4,4.43
2850040008,4,4,5,2.49
88491200672,4,4,5,4.09
20080300000,2,4,6,20.24
3760018367,4,4,4,9.99
79452200425,2,4,4,3.58
1340935100,4,4,4,2.86
1340934115,3,4,5,2.76
20094500000,3,4,5,7.99
9392252003,3,4,5,0.5
1600045900,3,4,4,2.84
20098500000,4,4,8,0.0
1370079347,2,4,5,2.41
1330060441,4,4,4,1.63
2840076722,1,4,5,2.99
8338779544,3,4,4,6.69
1330055305,3,4,4,3.76
2840073742,3,4,4,12.49
2840073740,2,4,4,13.79
8399450213,1,4,4,3.89
20107600000,2,4,4,4.98
1312001417,3,4,4,4.98
2840070570,3,4,4,2.99
2840070001,3,4,6,3.24
88491211650,3,4,4,6.48
3760014173,2,4,6,4.39
3760088321,3,4,4,4.59
20065100000,3,4,4,6.49
20059500000,4,4,4,10.75
7960606535,2,4,5,1.99
20060200000,2,4,4,30.87
20060500000,3,4,4,5.74
1380083662,1,4,4,12.09
7960601035,3,4,7,0.75
20063000000,1,4,4,40.0
3700097614,3,4,4,1.25
3000001180,4,4,5,3.86
20065000000,2,4,4,9.39
930000007,2,4,4,2.84
3710004310,4,4,12,1.19
2924300010,2,4,5,0.89
3710004607,2,4,5,1.68
20065300000,4,4,4,4.24
20067700000,2,4,4,4.99
20070700000,2,4,4,30.32
2970000148,3,4,8,1.94
1380010018,1,4,4,4.59
2970000146,2,4,5,2.18
2970000141,4,4,8,2.08
20071800000,3,4,4,3.06
20073200000,3,4,4,40.0
930000085,4,4,4,4.64
20123600000,2,4,4,5.99
3770032610,1,4,4,7.98
1410008547,4,4,4,3.54
3890000513,4,4,4,2.62
3800084525,3,4,4,1.52
2100000198,2,4,6,3.26
2100000280,3,4,4,3.24
1270015562,2,4,4,3.08
